0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,6.16979269496545,29.07057947109458,29.07896427435467,4.230246577190446,20.087257407857592,17.80555647138343,30.093989115806114,0.0,0.0

