AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH
4.128533029001471,6.193868070610097,5.431437158272079,3.091856147527916,2.082378909666403,2.567183183923272,0.0,7.8440231681068315,9.009369744534318,2.475063732891122,2.0163424556026595,2.7240904942862203,2.685828834570035,4.523607577042691,2.3135830460634383,0.0,3.9393575301804025,2.4392921174275224,1.8302012489293327,4.397951811013729,2.1702016840765066,1.415055625836652,0.0,26.02781722966421,6.977656960939661,3.9420673778156217,4.865322610337627

