0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
15.0,128.0,296.0,273.0,286.0,263.0,139.0,108.0,1045.0,0.0

