AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH
9.584094531610553,12.387736141220193,18.1047905275736,8.309363396481277,2.42944206127747,7.701549551769818,7.816978477252593,15.688046336213661,22.4233202530632,7.425191198673366,7.561284208509971,24.51681444857598,9.522484049839218,22.618037885213464,27.762996552761265,21.14109035173489,11.03020108450513,4.878584234855044,5.490603746787999,37.6967298086891,9.404207297664861,13.018511757697196,16.468586171877146,21.022467762421087,23.549592243171347,22.075577315767475,12.95227775995287

