0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
4.7087031895146,7.902983396463067,7.999714002745826,6.728129557185225,7.342911563445446,7.129787712450001,9.318718037009925,11.232818492382881,16.745245999629613,0.0

