AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,Unbekannt,VD,VS,ZG,ZH
21.0,0.0,1.0,19.0,7.0,3.0,0.0,28.0,55.0,2.0,1.0,2.0,6.0,6.0,1.0,-3.0,10.0,2.0,11.0,2.0,2.0,4.0,0.0,-1.0,90.0,5.0,2.0,94.0

