AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,Unbekannt,VD,VS,ZG,ZH
3.096399771751102,0.0,1.8104790527573595,1.8357895875947,2.42944206127747,1.540309910353964,0.0,8.78530594827965,11.011451909986384,4.950127465782244,0.5040856139006649,2.7240904942862203,1.4649975461291107,3.3927056827820192,2.3135830460634383,-7.927908881900585,1.9696787650902012,2.4392921174275224,4.0264427476445315,1.2565576602896367,0.7234005613588357,1.1320445006693212,0.0,-inf,11.26203630129701,1.4536785335290954,1.576826951126248,6.1802746671856355

