0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,0.0,0.0,8.700948403375968,15.709685020815332,15.776603297310091,20.802995631370923,0.0,0.0,0.0

