AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH
18.0,0.0,1.0,7.0,6.0,12.0,0.0,10.0,28.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,8.0,0.0,6.0,2.0,1.0,2.0,1.0,27.0,6.0,0.0,53.0

