0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,15.30891197375615,66.48813371502447,64.00941111341774,64.18262558978628,67.97488506877986,24.494461530087367,52.77243770967621,43.519257271342575,0.0

