AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH
8.0,0.0,0.0,15.0,1.0,1.0,5.0,8.0,8.0,0.0,2.0,12.0,2.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,9.0,2.0,9.0,30.0,0.0,18.0

