AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH
2.2969145951778245,20.025407747129336,17.847363579165208,1.545305890168936,4.878763213668243,6.428064970835633,29.386034124345016,4.401834766830703,3.2170493835715543,17.782394122556223,7.8372003376661485,17.483950246109817,3.9619169707649915,7.5003749724333195,16.754264453170123,38.125742926197,2.954832313941968,15.90567137199605,5.659912471111327,8.438228815415489,4.784299300097238,4.353060394387113,36.5096820015974,2.0239593305975427,4.492904215431438,9.097824145714313,1.1102822950408207

