0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
2.9778448344318287,29.064637678150664,46.13838219058448,28.561636010510682,35.21101458023441,28.85466227220847,25.78420234152788,16.573097719127425,14.82457585241311,0.0

