0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,7.743534148985597,12.010589476371896,7.526881720430107,5.242813770488678,6.4033774503959044,10.899578549629414,0.0,11.504832029452366,0.0

