0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,6.617866119496301,11.391393484012747,7.249047951184989,6.7520307567506075,7.876817078084947,12.107303895917202,4.931570887082289,17.46334032333619,0.0

