0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,3.1519889049990537,6.862711457296776,3.1622303210454334,6.257577535296649,4.22496532007633,4.670627358666816,2.6007125952510988,0.0,0.0

