0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
4.30070932334967,15.083500353979897,13.83712351544721,13.224960448831382,12.414651297369574,14.089455946954876,14.436785240054823,20.522627212212335,31.941914254647678,0.0

