0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,17.70401106500691,23.00183094574328,22.064564309718588,9.348892156279483,9.400664883389027,3.8363171355498724,1.762394036058582,6.6693344004268384,0.0

