0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,0.0,8.6497707810743,26.182579856868564,8.066467693796886,23.555276381909543,22.35386162959651,14.806040864672784,0.0,0.0

