0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
11.162583021711226,108.00246862785437,259.57751521661305,139.42747592697486,191.0219675262655,121.98481092354302,145.46630030709554,86.85195082843398,207.42789411299887,0.0

