AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,Unbekannt,VD,VS,ZG,ZH
0.8846856490717452,0.0,0.0,0.9662050461024737,1.0411894548332017,1.5403099103539635,0.0,5.333935754312644,9.609994394169938,0.0,0.5040856139006646,0.0,1.4649975461291105,3.3927056827820166,0.0,0.0,0.39393575301803996,1.2196460587137612,-0.36604024978586636,0.6282788301448186,0.36170028067941773,0.2830111251673303,0.0,inf,8.133692884270062,0.8722071201174572,2.365240426689373,2.5641565108536124

