AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,Unbekannt,VD,VS,ZG,ZH
6.0,0.0,0.0,10.0,3.0,3.0,0.0,17.0,48.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,2.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,65.0,3.0,3.0,39.0

