0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,0.0,43.98089972354863,50.38629492777964,22.207417277370638,23.066986528879863,12.113870381586914,0.0,0.0,0.0

