AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH
0.047697622107695785,0.0,-0.011331582744221469,0.015392710191148634,0.14078398166675377,0.1642368270631436,1.2147716229348884,0.0790363042050823,0.0947792513025556,-0.01929416612992041,-0.01332432033530187,1.1754324767532163,0.017782184600746057,0.43926331224421333,0.0,0.0,0.041476418996327716,0.3218458517623465,0.14320527941770408,0.2536681452020431,0.20861582565662945,0.3077989970016306,0.0,0.07747853044485098,0.07546304100782608,0.44626457480025483,0.02438188842386932

