0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,8.52242462980718,11.673670869188179,8.544330836489989,8.635454296858134,3.8365133766433064,1.5752000504064017,0.0,0.0,0.0

