AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH
2.654056947215231,0.0,1.8104790527573595,0.6763435322717316,2.082378909666403,6.161239641415854,0.0,3.1376092672427314,5.605830063265795,0.0,0.0,1.36204524714311,1.46499754612911,2.827254735651682,0.0,0.0,1.5757430120721612,0.0,2.1962414987151995,1.2565576602896362,0.36170028067941795,0.5660222503346606,2.744764361979523,3.378610890389102,1.7444142402349152,0.0,3.484622950647219

