0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,1.0787021056265103,3.063913229977327,2.379262349362953,1.9563193026112948,0.7059604238586384,1.3807132764786287,0.607629394679597,0.0,0.0

