0 - 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80+,Unbekannt
0.0,3.5193569970851932,2.2219310304298423,2.620395220406633,3.858044409998427,2.4031844864949106,3.1385168714381257,4.077148385094431,5.837012646860731,0.0

