AG,AI,AR,BE,BL,BS,FL,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH
149.0,8.0,23.0,278.0,48.0,35.0,18.0,151.0,274.0,7.0,43.0,74.0,138.0,93.0,9.0,17.0,202.0,9.0,35.0,113.0,80.0,103.0,10.0,366.0,300.0,49.0,473.0

